,uuid,source_id,document_id,genre,subgenre,feast_day,feast_time,initial_text,initial_folio,initial_line,ending_folio,ending_line,bibliographical_reference,cm_volume,editorial_comment,melody_number,melodyname_standardized,melodyname_diplomatic,editor,related_chant,liturgical_play_id,completeness,layer_of_addendum,condition_of_transmission,iiif_urls,volpiano
46,e60b4525-0574-4aed-8a7c-5fd5b9fe6851,Pa 903,Pa 903-153v-19,Tropus,Introitus-Tropus,Feria III post Pascha,Messe,Discipulis dominus,153v,19,153v,25,Fer III intr 7 A 8 B 9 C D E (CT III),II-3,,,,,david.catalunya@uni-wuerzburg.de,Aqua sapientiae),,,,,,gh--hghg--fg--g--gkj--kl--l--lm--lk--kkjh--kl--lml--kkj--hg--hk-kjg--hg--gl--l---op--o--n--k--lk--jk--k--j--k--k--l--llk-nmll--ml--kl--l--l--l--lnpo--n---ll--k--l--n--m---l--ml-lkl--l--lmkh--kl--l--nnm--l--k--l--klkk--h--kj--kl--l---gkj--kl--l--l--l--gkj--kl--l---l--lnm---l--k--kk-kj--hg--hgfg-hk-hj-hhg--
47,51c3836e-4705-4a1a-a7fe-3001135c7702,Pa 903,Pa 903-149-3,Tropus,Offertorium-Tropus,Stephanus,Messe,Almo dei Stephano,149,3,149,6,Steph off 27 A 20 B 29 C (CT I),II-3,,,,,david.catalunya@uni-wuerzburg.de,Elegerunt),,,,,,h--g--fe--fg--f--fe--dd--cd--fg--e--fe--d--de--ed--cd--d--cd-fghhd---f--e--dc--efd--cd--d--d--efg--ghe-fd-edc---dd--c--d--fg--f--f--gh--h--gf--gf--df-efg-ddc---f--gh--h--gf--gg--f--fgh--hgf-ggf--fe--dc--c--c--d--e--fg--ffe--d--de--ed--e--dc--c--df--ed---fh--hg-fed-dc--df--fe--dc--ddc--c--c--d--e--fg--
48,921a7bdb-b477-4539-aec6-6e9e0ef173f0,Pa 903,Pa 903-9v-12,Antiphon,Introitus,Nativitas domini,Messe,Puer natus est nobis,9v,12,10,1,"AMS 11, Nat III intr [mel 2]",II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,gl--l--lml--k--kkk--lkml--l--gl--lml--kj--h--kkl--k--k--klkk--ghg--g--h--k--kln--lk--k--k--k---lkml--kj--kkk--khkjh--jh--kj--k--kml--k--kkk--k--kkk--kl-jkjh--jh--km--l--hk--k--kk-kh--hk-hk--ghg--g--gkj--kl--l--l--l--l-------l--lnm--l--k--kk-kj--hg--lk-hj-hhg-gjk-lml-ln-oponml-mlkjh-kkl-hhg-gl-lkhg-gjkl-lkhg-hhg--
49,e4e3fbb2-1777-4f53-a75c-a366eb52a102,Pa 903,Pa 903-149v-23,Tropus,Introitus-Tropus,Innocentes,Messe,Hodie parvulorum,149v,23,150,15,Innoc intr 1 A 2 B 3 C 4 E F [mel 2] 27 A 28 E G [mel 3] 31 A 32 D 30 E (CT I),II-3,,,,,david.catalunya@uni-wuerzburg.de,Ex ore),,,,,,c--cd--d--fe--fg--gf--ed--f--dc--d--d--dh--h--gfed--fe--fg--gf--ed--f--dc--d--f--gh--h--hgf---g--gh--hjjh--h--k--klk-kjh--k--kj--gf--gh--h--h--f--gh--hgf--gh--d--fe--dc--c--eghg--fe--dd--c--ef--d--df--ced--d-----d--e--f--d--e--d--f--f--d--ed--c--e--ed--d--fed---c--d--e--d--c--d--c--d--e--f--f--fe--d---e--d--e--f--d--e--c--e--e--d--dg---f--e--d--e--c--d--f--f--e--g--fe--d--f--e--g--d--e--fff--c--d--df-----f--f--g--fd--f--ec--ded--dca-cded-fgfd-fedc-ded--f--f--e--d--f--e--dc--f--gh--hhgf-fed--dc--cd--dfeded--cd--d--df--ced--d---e--f--e--d--f--e--ddc--f--g--h--g--f--e--ggf--d--e--fff--c--d--df---f--g--fd--f--ec--ded--gf-fec-ed-dedc-dedca-cdf-ed---c--df--fg--ef--ed--d--e--g--gh--h--g--ffe--d--ef--d-ce--e--e-df--g--f--e--cd--c--c--c--df--f--ffe--c--df--d--d---df--ced--d--c--df--fg--ef--d--d--d--f--fg--f--ffe--d--f--d-ce--e--e-df--g--fe--d--dc--c--c--df--f--f--ffe--c--df---d--d--de--dc--dfe---d--dc--ca--cd--dc--df--f--fgh--gf--f--fe--d--c--dfe--de--dc--e--fff--
50,9aec3af5-5b42-434e-8f1a-26545f4ab820,Pa 903,Pa 903-153v-5,Tropus,Introitus-Tropus,Feria II post Pascha,Messe,Haec est nimis ... festa,153v,5,153v,13,Fer II intr 18^1 A B C (CT III),II-3,,,,,david.catalunya@uni-wuerzburg.de,Introduxit),,,,,,c--cd--de--dc--efg--ggf--ed--efe--d--d--d--dhg--gfe--gh--h--dg--gh--g--fe--fgf--ed--c--cd--dedc--efgfed-dh-hgf--ed--efe---d--d--h--g--h--g--e--g--gh--h--jjh--h--h--jkl--lkjh-jge-fgh--j--h--gf--efe--d--d--gg--d--f--fg--g--hgfde-fgg---hg--g--g--hjk--j--h--g--hg--fd--fh--hh--g--gh--fd--fg--g--gh--fd--fg--g--ggh-ffg--gg--f---gj--jhg-hgf--f--hjk--j---jh--gh--gf--gh--h--g--ghfd--fg--g--gf-fd-fg--g--d--d--dfg--gf--f--hg--gk--k--k--k--k--k----k--k--k--kkj--gh--kj--hg--g---f--hg--gk----k--kkj--gh--kj--h--g--gj-kll-lml-kkh-jhk-jkh-ffg--
51,0ca565af-2d01-40bc-9597-1c35f038ac92,Pa 903,Pa 903-159v-12,Tropus,Introitus-Tropus,Michael,Messe,Principis aetherei,159v,12,160,4,Benedicite dominum intr 28 A 29 B 30 C D [mel 1] 45 E [mel 2] (CT X),II-3,,,,,david.catalunya@uni-wuerzburg.de,Benedicite),,,,,,ef--e--d--efg--hg--fg--g--hkkj--hj--hh--g--ghg--fe--fgf--g--g--g--g--g--ghg--h--gh--gf--hkkj--hj--jg--jk--hf--h--hj--g---g--g--gj--j--j--h--hm--m--lk--kl--hkkj--g--j--hkjgh--j--kk-kh--k--kl--j--g--gh--h--g--hj--j--jh--gh--hhg--e---f--d--d--d--dh--hg--k--kl--k--kkk--gjh--h--g--h--hlk---g--hk--k----hg--h--j--g---gh-ghjh-kjh-kjg-hgfg-hhg--ed--g--h--ghj--j--hk-kj--hg--hjh--g--g--hjg--h--g--efd--ed--hhg--h--hj--hh--g---g--hj--j---j--kkk--hg--h--j--g---kj-lkjghg-khg-jg-hfg-hj-hhg--
52,f2ce3b49-e0cf-4375-97a7-1002087a8ed0,Pa 903,Pa 903-154-21,Tropus,Introitus-Tropus,Sancta crux,Messe,Glorientur cuncti fideles,154,21,154v,2,Nos autem intr 15 A 16 B 17 C 18 D E 21 F (CT X B. App.),II-3,,,,,david.catalunya@uni-wuerzburg.de,Nos autem),,,,,,d--dh--h--g--f--ed--fe--fgf--d---cd--d--d--ec--d--efg--gf--e--fe--de--ddc--c--efgf--f--ed--d--dfe---efgf-dfe---c--e--ghjh--h--hgf--gh--gf--effe--c--e--ghg--fe--de--e--e--g--g--hj--h--hg--hj--h---h--gf--gh--dffe--c--e--ghg--fe--de--e--e--e--g--h--h--g--hk--kj--gh--h--g--f--fe--gh--fe--d--d---dfff--f--hg--gh--h--h--h--h--h--h--g--h--k--h--h--g--f--gh--hgf--gf--f--gh--h--g---fe--fgf--d--cd--d--hg--gh--h---h--h--hf--gh--g--eg-ef--
53,0865c47f-b199-421d-9c86-8ef4538e696d,Pa 903,Pa 903-92-1,Antiphon,Introitus,Pentecoste,Messe,Spiritus domini,92,1,92,3,"AMS 106, Pent intr [mel 3]",II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,-d--fhg--gh--h--ghgfg--gf--fh--hk-kl--k--lm--k--kkk--h--kk--h--h-fhg--ghg--g--fg--gkk--g---hkjk--hjhgh--hg--ghj--j--j--j--kl--lk--kk-khjh--kl--k--kkk--h--g--fgh--hghgf--f--fhk--k--kjkhj--jkhg--gh--h-fhg--ghg--g--f---hg--gk--k--k--k----k--kkj--gh--kj--hg--g--gjkl-lml-kkh-jhk-jkh-ffg--
54,5deb3d36-f63f-4eb5-a853-92edd378b601,Pa 903,Pa 903-12v-12,Antiphon,Offertorium,Iohannes Evangelista,Messe,Iustus ut palma,12v,12,13,5,AMS 14,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,efghg-ff-fd-gfe--fff--dge--gh--g-kk-khgf-fff-ghg-hjh--ghf--dgfe--fff-ded---dg--gh--hk-lkh-gjh---hjhgh-ffe--ghf--fe--ghfe-fh--hg-kk-khg--gf-hgf-gfe--ff-fded--ef--dge--e--ef-hjh-hg-hgfgf-hg-gf-ghg--f--eg-fg-ffe--e--fff---fgfef--e--ff-ghgh--f----dg--ghk-jl-kk-khgf-gf-fd-ge-gh-ffef--fe----dg--gh--hk-lkhg-hkhg-hk-kkg-jhg-hkh-kkj-lmk-khgh---hjhghfe--ghf--
55,53a1e3b2-3755-4241-abbd-c751f1a056a0,Pa 903,Pa 903-102-11,Antiphon,Offertorium,Petrus et Paulus,Messe,Constitues eos,102,11,102v,7,AMS 122,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,dg--ghkj--klk--kjh---hk-lkh--hk-hhg--klk--kjh--hg-jh-jgh--ef--g--hg-klk-khg--gfh--gh-fg--e--ff-ffd-fhg--g--ghjg--fd-fhg--efg--ghkjk--hk--kk-khk--kk-khg-fgh-jhgh--hg---hkj--klk-jkh--h--fg--gk--kk-khg--g--gf--efg--fh-jgh--ef--g--ghkjh--hkhgf-fff-hgfefe-gfg-ffe--ef--d--g--gkkk-lkl-kk--gkkk-lkl-kk--ghkjk-hhg----gkhgkj--j--kk-kkhjg---hk-klk--kk-khgfe-fg-ffe----ff-ffc--dfe--fgf--fgfef-gjhgf-gf-fdf------
56,4b077e9b-f196-4385-962d-9f402fc8c5f9,Pa 903,Pa 903-90-10,Antiphon,Introitus,Ascensio domini,Messe,Viri Galilaei,90,10,90,12,AMS 102,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,g--g--kj--k--l-kml--l--l--l--l--lmlk--kk-kl--k---k--j--kl--l--g--h--klk--kjk--h--h-fhg--ghg--g--h--kkl--k--k--k--j--kl--lk--k--j--kl--l--kj--hk--klkj--j--j--j--kkk--hg--g--h--kl--nlnml--l---gh--hghf--gh--h--h--klk-jkhg--ghg--g--gkj--kl--l--l--l--l--l----l--lnm--l--k--kk-kj--hg--
57,84e9955f-038c-4069-b6ad-1b58bbdf4687,Pa 903,Pa 903-157v-18,Tropus,Introitus-Tropus,Martialis,Messe,Iam patronis,157v,18,158,11,Statuit intr 184 A 112 E  [mel 2] 127 A 132 B 133 C 134 D F [mel 3] 131 A 128 B 129 C 130 D (CT X),II-3,,,,,david.catalunya@uni-wuerzburg.de,Statuit),,,,,,c--cd--de--dc--efggf--ed--efe--d--d--ghjhgh--h--hgfede--e--e---c--e--ghgfed-e--cd--d--d--h--g--hkj--h--g--hg--fe--de--e--e--c--e--g--g--f--gh--hgfede--e--e--efg---ggf--gh--h--hg--ghk--kj--h--h--g--fe--dde--cd--e--fg--g--gf--gh--h--h--h--g--h--g--fg--fed--e--cd--d---hg-hklkjh--gh--h--hgf--gh--g--fe--de--e--e--gfedc--dfd--cd--d--dfe-fg--gf--gh--h--f--gh--hgfed-e--cd--d--dhj--h--h---c--cd--de--dc--e--d--d--efg--ggf--gh-hgfed-e--c--cd--d--d--hh--g--hk--kjhg--hkh--gh--h--dh--hgfed-e---c--e--ggf--ghgf--ed--edc-efd--d--f--gh--h--h--h--h---h--hkh--g--f--fff--d--dfddc-dfg-fg-ffd-fgg-ffed---c--cd--df-fedc--dc--f--gh--hf-hged--fgf--de--e--cd--de-fggfh--fegfed--ed--cd--d--d--dhj--h--h----ddca--cde--ed--defged-ffe--e--dh-gjhghg--fe--c--e--gh-hgfedd--c--efged-ffd--cd--d--d--dfg--g--g----h--h--g--gkjg-jklkh--gh--h--hjh--gf--ghg--fe--dde--ce--ghjhg-hhe-ggh--h--h--kk--hg-hgf--g--gh--h--hg-hkjhgf-ghhd---d--dg--fe--de--e--dc--c--cde-fgh-hed-ffdc--d--defg-efh--hghf---f--gh--h---h--hkh--g--f--fff--d---dg-hkjhg-lkj-klkjh-jh-jhge-ghgfe-dde--c--d--ddcf-efd-ecd--d--ddca--cd--d--c--d--dh-ghfde--e---cd--ddc--e--fe--dfd--d--dhj--h--h--h--g--f--ghkh--h--gf-ghhd--d--cd--efg--ggf--gh-hgf-fe--ded---dc--cd--d--d--dfg--g--g--h--h--g--fedc--efe--d--dffe--de--dc--cd--fgh--g--f--ggh--h--h--kk--kl--h---dh--gh--gf--ghklkjh--gh--h--hkl--kjh--h--hgf--ghg--ffe--dedc--cd--dfd--d--defg---
58,2829b64c-a3cc-451e-9266-0b7bbfbeb656,Pa 903,Pa 903-148-10,Tropus,Offertorium-Tropus,Nativitas domini,3. Messe,Qui es sine,148,10,148,12,Nat III off 17 A 18 B 19 C 6 D (CT I),II-3,,,,,david.catalunya@uni-wuerzburg.de,Tui sunt),,,,,,f--e-fde--d--e--fg--g--fg--g--g--gfd--d--f--gh--gf--dc--de--e--ghj--h--gfd-gfe--e---e--ed--e---g--hk--kj--gh--h--h--g--f--gh--fe--e--gfd--d--g-fghgfg--e---e--dc--de--e--fg--fe--d--f--gh---gf--de--e---h--h--h--d--df-df-ghhg---
59,ed0bf222-6906-406a-8fe3-7e5fbcf00422,Pa 903,Pa 903-23v-1,Antiphon,Offertorium,Octava Agnetis,Messe,Diffusa est gratia,23v,1,23v,5,AMS 29,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,df--fghhg-hhgh--fhg--g--hklk-lkj--kk-kh--hg--hggf--hg-kk-kh-klkj---kk-kh-hgh--h--hkj-hhg--ghg-gf--hk--kkk-klk--kklk--klk-kgh--gjh-hg--g--hklk--k--klkk--kj--j--kk-kg-hklk--kk-kg-hk-lmk--kk-kh-kjh-hg--ghg-gf--fh--hkjh--gk-kk--kklk---k--klk-kg-hk-lkl-kkh-kk-kh-kk-klkh-jhg--fg--gkkhg-hjh-hg--df-ghg-jhg-gf-ghklkj-lkl-kkh-kk-kh-kk-klk--kk-kh-hg--gh--hkj-hhg--ghg-gf--f--ghg---h--hkjh--ghgh--gef--gh--gk-hjh-hg--gk--k--klk-kg-hkjk-hkjk-hhg-hkj-lmljk-hkj-kh-hg-hkj-lml--kl-kl-kkj--kk--lk--kj--kl-kkl--hgh--ghkk-kk-khg-fgh-jhgh---hg--kkl--klm-kk-hkkhg-kkh-hfg-fgh-gh-ghj-hj-ghkk-khgf-hkk-khgf-hkhf-hkh-ggh--fg--fh--hkjh---
60,e9e28332-3846-4e4e-8405-f94783b13735,Pa 903,Pa 903-151-2,Tropus,Introitus-Tropus,Fabianus et Sebastianus,Messe,Caelica sanctorum,151,2,151,10,Intret intr 18 A 19 C 20 D E [mel 1] 24 A 25 B 26 D F [mel 2] 8 A 9 D (CT X),II-3,,,,,david.catalunya@uni-wuerzburg.de,Intret),,,,,,ef--ed--f--fgh--fgh--g--hk-kjh--hkkj--g--ghg--fe--fgf--g--g--g--g--gh---h--gf--f--hk--kkj--ghg--ggf--d--fhg--e--e--e--ff-fded--dh--h--g--fgh--dffe--ed--c--e--dfecd--dd-hhg--fe--fgf--g--g---ge--f--g--hk--kkj--hg--gh--gg--f--h--g--hkj--hg--fg--g--g--h--g--f--hg--gh--h--h--h----h--g---gf--e---gff-ghg-hged-ffe--ef--d--f--ghg--fe--e--g--hk--k--kjh--h--hjh--ggf--e--h--g--gh--hkl---kj--hg--gh--hgf-ggf--d--f--gh--hgf--g--ghg--e--e--e--ff-fded--ghjhgh--fe--dg--g--ghf-hh--g--h--g--h--k---jhg--g--ghe--fg--g--gjh--g--gff--ef--dg-hjhg--g--jkl--kj--gh--hh--g--hj--ge-fed-fhf--g--fg--e--e--h--g--f---hg--gh--h----h--h--hf--gh--g--e--fgf-hghf-gfedc-dde--hgf--g--gh--g--fe--e--g---hk--kkj--hg--hjh--hg--gf--e--e--ff-fded--g--hj--jkjh-jhg-hgfe--fed--e--fg--g--hj--hh--g--g--g--gedg--hj--hh---g--h--g--f--
61,0a934b81-a6f7-453d-ba85-7d7dd8ab4ce4,Pa 903,Pa 903-161-8,Tropus,Offertorium-Tropus,Andreas,Messe,Christe tuos,161,8,161,11,Constitues off 17 A 18 B 19 C (CT X),II-3,,,,,david.catalunya@uni-wuerzburg.de,Constitues),,,,,,ef--e--d--ghf-gfe--ed--g--hkkj--hj---j--j--k--lmlk--l--lk--j-hj--j--ghk--kkj--hg--ghk-kj--h--j--j--j-hk--kj--hg--ghj--jkjh-jhg--ggh--efed-defg--fghhg--g--eg---ghkj----j--hh--g--ghk-kj--hj--jkkj--ghk--kjhg--hhj--g--h--f--g--efed-ghf-gg--e--ff-ffd-fhg--g--g--ghk--k---kj--hg--hhj--j--l--kj--klkj--kl--kkj--h--k--kk-khg-fgh-jhgh--hg--hkj------
62,29206c98-cab7-45c1-805e-90d24b58d160,Pa 903,Pa 903-151-10,Tropus,Offertorium-Tropus,Fabianus et Sebastianus,Messe,Vera est,151,10,151,11,Laetamini off 10 A (CT X),II-3,,,,,david.catalunya@uni-wuerzburg.de,Laetamini),,,,,,ccd--c--de--ed--edcd--d--dh--hghf--f--f--fefc--de--e--d---fe--fg--ghgh--f--hf-hkj--hjg--fh--hgfg--g--d--dfg-fghgfg--dfd--d--d--df-gfd--dfd--d--
63,074f5758-3db6-403d-81c3-4d1eed348a6c,Pa 903,Pa 903-24v-1,Antiphon,Introitus,Purificatio Mariae,Messe,Suscepimus,24v,1,24v,3,AMS 29,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,cd--hj--h--h--hkh--hg--hgf--g--h--kk--gf--hfh--hkh--h--hg--fhfg--hg--g--h--hjg--fhgfgf--f---h--hg--k--kml--k--kkk--k--klkh--h--kk--klh--hj--hg--hkk-hkh--h--hg--fgh--khjg--fhgfgf--fe--d--ffg--f--f--fghhg--gf--f--f--fg--gf-fd--dfd--d--f--gh--h--h--------h--hkh--g--f--fff--dc-de--
64,6261ba8b-64d9-49cb-b026-9b4b47100474,Pa 903,Pa 903-162v-7,Tropus,Introitus-Tropus,Dedicatio ecclesiae,Messe,Celebremus ovanter,162v,7,163,5,Ded intr 42 A 43 B 44 C 45 D 93 E [mel 4] 54 A 58 B 59 C 60 D F [mel 5] 47 A 48 B 49 C (CT VIII),II-3,,,,,david.catalunya@uni-wuerzburg.de,Terribilis),,,,,,c--cd--ddc--d--fe--de--ddc---f--gh--hgf--g--gh--hjjh--h--g--ffe--d--efe--d-cd--d--d--d--c--a--c--de--e--fg--f--fe--dc--cde--e--de--edc-de-ddc---c--cde---dd--c--d--f--dc--f--gh--hgf--gh--hjjh--h--g--f--ed--fe--fgf--d--cd--d--df--f---cd---d--fe--de--ddc--f--gh--h--h--g--h--g--f--e--gh--h--c--d--dfe--de--ddc--f--gh--g--fe--fg--fe--dffgd-fed-df-ddc---c--d--dfgf---cd--d--fe--de--ddc--f--gh--hgf--g--gh--hf-ghh-jjh--h--g--fe--fgf--d-cd--d--c--d---df--f--f--f--f----g--fd--f--ec--ded--dca-ccd--dc-dfd-fghgf-ed--cec--d---fghj--hg--ghgf--ghg--h--hgf--gf--ddcd--fgf--ed-ffd--d--d--d--c--a--acd--dd--c--d--fgfed--ed--cd--d--d--deca-ccd---d--dffe--dc--dfd--cd--d--c--cde---h--g--f--e--fg--ghd-ffe--cd--de-fggf--ed--fedc--d--efe--d-cd--d--df--f----accd--d--df--fe--de--edcd-efd--d--efg--g-fghg--hg--ghg--fe--dfgfed-ed-dcd--ddca-ccd--d----c--d--df----f--g--fd--f--ec--ded---dca-cded-fgfd-fedcd-ed--hgf-ghd--dg--ffe--cd--de--dc--cd--dedc--c--fghhg---fe--fgf--d-cd--d--d--d--c--a--dedc--efg--gf--ed--efe--d--d--d--de--efed-eca-ccd--defg--g-fgh--hgfeded--cd--dfd--d-----dc-dfg-feded--cd--d--d--efg--ggf--ghhg--fg--g--ghg-fgffe--dfedc-de-cca--cd--dffd--d----
65,20343ff6-5641-45b3-b021-75a32557d538,Pa 903,Pa 903-147v-7,Tropus,Introitus-Tropus,Nativitas domini,3. Messe,Quem quaeritis in praesepe,147v,7,148,10,Nat III intr 62 A 65 A 66 B 67 C 75 D 51 E 83 F A 40 G [mel 2] 33 A 31 B 32 C 76 D 74 E (CT I),II-3,,,,,david.catalunya@uni-wuerzburg.de,Puer natus),,,,,,gh--hhg--fg--g--f--h--kl--ghgfg--gkj--kl--l---k--j--h-kjghgfg--g--gh--hg--fg--f--h--kl-ghg--fg--g--gkj--kl--l--k--j--kl--lkj--kl--l---lm--ml--l--kl--kkj--hg--hjh--h--g--g--l--l--mnml--mlkj-kl--l--l--l--l--mno--n--nmlk--m--l--l--l--lm--m--l---k--kj--h--kl--k--j--k--l--k--kj--hg--hj--h--g--g--g--gh--hgf--g--fh--kl--lk--k--k--lml--kj--hk--kkj--hg--g--gh--h--hgf--gh--h---k--j--h--kl--kkjhg--hj--h--g--l--l--m--j--klm--k--l--l--l--nm--no--onml--l--m--l--kkjh--kln--ml--m---l--l--lm--m--l--k--kl--kkj--h--kl--kkj--hgf--hjh--g--g--gl--l--lml--k--kkk----gh--h--gf--gh--hg-fghhg--fg--g--gkj--kl--lkjh--kl--g--hggf--f--hk-kjhg--hj--hg--gl--lnm-mlkj--klk--lml--lml--k-hkjg----hgf-hklk-kjhg-hj--hg--gl--l----gl--l--mn-lk-jkl--l--ml--kk--hk--kkj--hg--hk-kj--hg--g------h--gf--g--hk--kkj--hj--hg--g--l--l--mnm--lkjh--kl--lkjhg-hj--hg---kl--kkj--hg--hj--hh--g--gl--llmj-kll-mlkj---kl--lkjkjh--jh--kjh--k--k---ml--mlk--h--gj--jkkl--gj--j--hjh--gh--g--g--llk--lm--mlm--mlkjh--klk--kjhg--hj--hhg---gg--f--h--k--l--k--kj--h--k--k--k--kj--h--l--kj--g--hj--g--gkj--kl--l--l--l--l--gl--l--lml--k--kkk--g--gl--l--kjl--lk--lg-jjh--gf--g--gk--k--lk--k--g--jhk--jjhgf--hjg--g--gkj--kl--l---l--lnm--l--k--kk-kj--hg---lk-hj-hhg-gj-kl-ml-ln-oponml-mlkjh-kkl-hhg-gl-lkhg-gj-kl-lkhg-hhg---m--m--mlk-lm--mlmh-kkl--hk-lkjkjh--jh--h--h--l--lm--ll--h--klk--jh-kkj--hgf--hjh--g--g--gl--l--lml--k----gh--hg-hgf--g--hk--kl--lkk--hk-ggf--hjhg--g--gl--lml--kj--h--gh--hgf--ghkjh--kl--lkl-kk--h--kl--l--kj--hg-hj--hg--g----gj-kl-kkj--hg--hj--hh--g--lnmlkj-klml-lmno-nml-mlkjh--kj--klk--kjkh--h--kjh---l--kjhg-hhg--gkj--kl--l--ml--kl--l---lmlkjh-kkhg--km--l---
66,73520b8b-144f-4da1-9785-284007150453,Pa 903,Pa 903-3-4,Antiphon,Introitus,Lucia,Messe,Dilexisti,3,4,3,5,AMS 3,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,g--g--hjg--gf--f--fhk-kl--k--k--k--k--klk--kkk--gh--h--h-fhg--ghg--g--gh--hkk--hg--gh-ggf--ghj-hk--hjg--g--ghgf--f--fgh--h--hg-jhghf--f---g--fg--g--h--kk--hg--gkk-hj-ggf--g--hj--j-hk--hg--g-fhfg--ghg--g--f--hg--gk--k----k--kkj--gh--kj--hg--g--
67,306b02b8-0aa7-4001-a4de-904ae29a0d98,Pa 903,Pa 903-108-8,Antiphon,Introitus,Assumptio Mariae,Messe,Gaudeamus omnes ... Mariae ... assumptione,108,8,108,10,"vgl. AMS 30, Gaud [mel 6]",II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,c--d--dhj--h--h--hg--fg--gkkh--h-ghjhj--jh---h--fg--g--gff--dg--gff--dg--gff--f--g--ghkh--hg--f--hg--gkk--h--hjh--h--fg--fg--f--f--f--g--ghkh--hg--fg--f--fghgh--gf-efgfg--gf---f--g--ghkh--hg--fge--f--fghf-gfe--dfef--ed--f--gh--h--h--h------h--hkh--g--f--fff--d--dg-hkjhg-lkj-klkjh-jh-jhge-ghgfe-dde--
68,628c292b-8f79-4f99-8e54-6fb967fe4079,Pa 903,Pa 903-132-6,Antiphon,Introitus,Dedicatio ecclesiae,Messe,Terribilis est locus iste,132,6,132,7,"AMS 100, Ded intr [mel 6]",II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,d--d--c--a--acd--e--fff--fgff--ed--c--cde--gf-fc--cdfed--cd--d--df--f--ffg--gf--fg-ffcdc--c--d--dfgf---fff--decac--acdc--dff-ced--ded--d--c--d--df--f--f--f--f--fe--------f--g--fd--f--ec--ded---ed-edcac-df-ed--
69,bc962a78-22dc-45b1-aa42-27c32aa7669e,Pa 903,Pa 903-77v-9,Antiphon,Communio,Pascha,Messe,Pascha nostrum ... alleluia,77v,9,77v,11,AMS 80,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,f--fhgh--f--e-dfd--fe--f--gh--gf-efgfg--gf--f--fe-fdf--f--f--fhgf--f--d--ff-fdc-dff-hghf--f--f--fdf--fdec---c--f--gh-gh--hgh--gfg--fd--fe--f--g--f--f--gh--gh--fgf--f--f--fd-fefd--df--c--dc--fghg-hgf--gh--h--fg--gjhg--hg-gfg--gf--fg--gf--gh--h------f--g--fd--f---g--f--
70,fc68e826-019d-41de-a11c-b8561880ebab,Pa 903,Pa 903-17-11,Antiphon,Introitus,Felix,Messe,Os iusti,17,11,17,12,AMS 20,II-3,,,,,andreas.pfisterer@uni-wuerzburg.de,,,,,,,ff--fg-ff--c--d--dcd--fd-ff-fg--f--fe--g--hghf--f--fgf--f--f--gh--h--hjhg--hg---fg--f--fe--df--fe-fg--dfedcd--cded--c--f--f--gh--h--hg--f--hghg--f--fgf--f--fg--gf--gh--h--h--h------f--g--fd--f--g--f--
